id,geo_1,geo_2,url,size,boost,title,country
xsFihwGx,-16.924055,32.66693,/visit/funchal/xsFihwGx,9,0,"Funchal","Madeira"
xgh7YnC5,-72.93113,5.716085,/visit/sogamoso/xgh7YnC5,6,0,"Sogamoso","Colombia"
suqgSqTy,-44.995346,-12.147748,/visit/barreiras-ba/suqgSqTy,6,0,"Barreiras BA","Brazil"
72U9wtaG,-43.063766,-22.827288,/visit/sao-goncalo-rj/72U9wtaG,5,0,"São Gonçalo RJ","Brazil"
EJ081eH6,121.56543,25.032963,/visit/taipei/EJ081eH6,15,0,"Taipei","Taiwan"
yBnWcBr7,13.373637,49.73843,/visit/pilsen/yBnWcBr7,5,0,"Pilsen","Czechia"
c60F0BVx,17.065756,-22.56088,/visit/windhoek/c60F0BVx,15,1,"Windhoek","Namibia"
L8SlenaN,-96.7311,43.544598,/visit/sioux-falls-sd/L8SlenaN,13,0,"Sioux Falls SD","United States"
njGwJTgr,-117.038246,32.514946,/visit/tijuana/njGwJTgr,17,0,"Tijuana","Mexico"
16L4mZDM,4.031696,49.258327,/visit/reims/16L4mZDM,6,0,"Reims","France"
YOp3U9dr,-86.236176,12.114992,/visit/managua/YOp3U9dr,17,0,"Managua","Nicaragua"
zx1OVn7R,-5.93012,54.597286,/visit/belfast/zx1OVn7R,18,0,"Belfast","United Kingdom"
9lo3sG6H,-54.638737,-16.465452,/visit/rondonopolis-mt/9lo3sG6H,5,0,"Rondonópolis MT","Brazil"
P2bL-WuL,-51.18619,-29.913258,/visit/canoas-rs/P2bL-WuL,6,0,"Canoas RS","Brazil"
8cvQG9E-,-69.9,18.55,/visit/villa-mella/8cvQG9E-,5,0,"Villa Mella","Dominican Republic"
90iWaIBU,-82.01051,33.4735,/visit/augusta-ga/90iWaIBU,6,0,"Augusta GA","United States"
7Lqk0KB4,-85.99685,15.657636,/visit/tocoa/7Lqk0KB4,5,0,"Tocoa","Honduras"
plEN9681,-59.136715,-37.3288,/visit/tandil/plEN9681,5,0,"Tandil","Argentina"
4JpFDPX6,90.41252,23.810331,/visit/dhaka/4JpFDPX6,19,1,"Dhaka","Bangladesh"
hQV36sMn,-2.094278,57.149715,/visit/aberdeen/hQV36sMn,8,0,"Aberdeen","United Kingdom"
7quBpfGo,-53.930157,-27.455933,/visit/tres-passos-rs/7quBpfGo,3,0,"Três Passos RS","Brazil"
wRS9NQGX,-25.680586,37.74283,/visit/ponta-delgada/wRS9NQGX,8,1,"Ponta Delgada","Azores"
YsXtUw33,-60.697292,-31.610659,/visit/santa-fe/YsXtUw33,20,0,"Santa Fe","Argentina"
ivQaXXkm,-53.81545,-29.68725,/visit/santa-maria-rs/ivQaXXkm,20,0,"Santa Maria RS","Brazil"
hgaAtPCU,100.26764,25.606485,/visit/dali/hgaAtPCU,1,0,"Dali","China"
g3rjjRRp,112.89661,23.156046,/visit/foshan/g3rjjRRp,1,0,"Foshan","China"
YxpmQ3jp,119.29648,26.074478,/visit/fuzhou/YxpmQ3jp,1,0,"Fuzhou","China"
BAybPmHT,-16.251846,28.463629,/visit/santa-cruz-de-tenerife/BAybPmHT,22,0,"Santa Cruz de Tenerife","Spain"
CVZZMbIg,126.534966,45.803776,/visit/harbin/CVZZMbIg,1,0,"Harbin","China"
DArFP9BF,-51.12557,-29.691898,/visit/novo-hamburgo-rs/DArFP9BF,6,0,"Novo Hamburgo RS","Brazil"
JyxWnkj9,114.4158,23.112257,/visit/huizhou/JyxWnkj9,1,0,"Huizhou","China"
IcsecQqb,-82.96375,42.27367,/visit/windsor/IcsecQqb,5,0,"Windsor ON","Canada"
fuASV4EV,-40.50592,-9.427128,/visit/juazeiro-ba/fuASV4EV,4,0,"Juazeiro BA","Brazil"
8oAIZ-C5,117.120094,36.6512,/visit/jinan/8oAIZ-C5,1,0,"Jinan","China"
MCCIn4R7,-52.107643,-32.035385,/visit/rio-grande-rs/MCCIn4R7,11,0,"Rio Grande RS","Brazil"
7ikiYnzf,-1.6063169,42.061382,/visit/tudela/7ikiYnzf,5,0,"Tudela","Spain"
rsfyZf3G,110.92544,21.66299,/visit/maoming/rsfyZf3G,1,0,"Maoming","China"
d0SexLja,120.75248,31.654375,/visit/suzhou/d0SexLja,1,0,"Suzhou","China"
8cGAxKO9,-110.908936,27.917866,/visit/guaymas/8cGAxKO9,5,0,"Guaymas","Mexico"
g3gW7eUs,116.12252,24.288578,/visit/meizhou/g3gW7eUs,1,0,"Meizhou","China"
enCtUacB,28.22927,-25.747868,/visit/pretoria/enCtUacB,33,0,"Pretoria","South Africa"
HlR0cnlb,123.43147,41.8057,/visit/shenyang/HlR0cnlb,1,0,"Shenyang","China"
895Ixhke,-70.71032,7.0766354,/visit/arauca/895Ixhke,5,0,"Arauca","Colombia"
uF6sb3eR,-3.188267,55.95325,/visit/edinburgh/uF6sb3eR,16,0,"Edinburgh","United Kingdom"
NiQ77EQm,129.50894,42.891254,/visit/yanbian-korean-autonomous-prefecture/NiQ77EQm,1,0,"Yanbian Korean Autonomous Prefecture","China"
6kByNtrb,120.50085,33.200333,/visit/yancheng/6kByNtrb,1,0,"Yancheng","China"
bQvOY8Pz,111.98223,21.857958,/visit/yangjiang/bQvOY8Pz,1,0,"Yangjiang","China"
Kdgo7fex,-46.461708,-23.668163,/visit/maua-sp/Kdgo7fex,5,0,"Mauá SP","Brazil"
p4m9ce_w,38.333523,38.355362,/visit/malatya/p4m9ce_w,5,0,"Malatya","Turkey"
KRHWHxBw,110.35937,21.270702,/visit/zhanjiang/KRHWHxBw,1,0,"Zhanjiang","China"
HFwOzGUM,-50.582104,-27.282854,/visit/curitibanos-sc/HFwOzGUM,4,0,"Curitibanos SC","Brazil"
r6FGsHHu,-47.52477,-23.210384,/visit/porto-feliz-sp/r6FGsHHu,4,0,"Porto Feliz SP","Brazil"
CtpxHQ6P,-4.251806,55.86424,/visit/glasgow/CtpxHQ6P,35,0,"Glasgow","United Kingdom"
RsH53YrI,-7.11007,52.25932,/visit/waterford/RsH53YrI,16,0,"Waterford","Ireland"
BviXGvTn,85.82454,20.296059,/visit/bhubaneswar/BviXGvTn,5,0,"Bhubaneswar","India"
70BZIzje,-70.76406,-33.442112,/visit/pudahuel/70BZIzje,1,0,"Pudahuel","Chile"
0A8Gd8kk,17.807758,43.343777,/visit/mostar/0A8Gd8kk,5,0,"Mostar","Bosnia and Herzegovina"
ZqBrFO1A,-0.902656,52.24048,/visit/northampton/ZqBrFO1A,5,0,"Northampton","United Kingdom"
uhPx3klw,-3.023009,53.38999,/visit/birkenhead/uhPx3klw,4,0,"Birkenhead","United Kingdom"
kqna292k,-43.429317,-22.781944,/visit/mesquita-rj/kqna292k,1,0,"Mesquita RJ","Brazil"
oGawBbwv,9.823653,10.300964,/visit/bauchi/oGawBbwv,4,0,"Bauchi","Nigeria"
KR2tw99M,5.514048,51.76118,/visit/oss/KR2tw99M,4,0,"Oss","Netherlands"
3tDqhsSX,114.93982,4.9030523,/visit/bandar-seri-begawan/3tDqhsSX,4,1,"Bandar Seri Begawan","Brunei"
PPM2Rql0,-122.33207,47.60621,/visit/seattle-wa/PPM2Rql0,39,0,"Seattle WA","United States"
sA47qLbb,23.760954,61.497753,/visit/tampere/sA47qLbb,10,0,"Tampere","Finland"
lKkftW3g,77.14133,8.275801,/visit/nithiravilai/lKkftW3g,10,0,"Nithiravilai","India"
oAGSCMk4,29.448626,-23.896172,/visit/polokwane/oAGSCMk4,10,0,"Polokwane","South Africa"
aSU3G7xS,-2.487529,53.748573,/visit/blackburn/aSU3G7xS,4,0,"Blackburn","United Kingdom"
ApRQGDIf,33.77412,-13.962612,/visit/lilongwe/ApRQGDIf,5,0,"Lilongwe","Malawi"
pPH6wF8G,-105.225334,20.653406,/visit/puerto-vallarta/pPH6wF8G,6,0,"Puerto Vallarta","Mexico"
KIjF2Onb,-53.50067,-29.997583,/visit/formigueiro-rs/KIjF2Onb,1,0,"Formigueiro RS","Brazil"
cosOwXac,-97.058365,36.11561,/visit/stillwater-ok/cosOwXac,4,0,"Stillwater OK","United States"
DvTiFhFy,147.15065,-9.478012,/visit/port-moresby/DvTiFhFy,4,1,"Port Moresby","Papua New Guinea"
Dl7h95vw,-49.26479,-16.686882,/visit/goiania-go/Dl7h95vw,60,0,"Goiânia GO","Brazil"
lgR0IYaF,-92.019844,30.22409,/visit/lafayette-la/lgR0IYaF,5,0,"Lafayette LA","United States"
bDDBkV4g,18.008438,53.12348,/visit/bydgoszcz/bDDBkV4g,4,0,"Bydgoszcz","Poland"
04wSSC7l,-90.384254,15.465058,/visit/coban/04wSSC7l,4,0,"Cobán","Guatemala"
zp1e8xJY,176.0702,-38.68569,/visit/taupo/zp1e8xJY,4,0,"Taupo","New Zealand"
z83AZdix,-6.34023,54.175102,/visit/newry/z83AZdix,4,0,"Newry","United Kingdom"
zwRvCKTj,-120.5059,46.60207,/visit/yakima-wa/zwRvCKTj,4,0,"Yakima WA","United States"
jhLM2UJr,-47.000893,-21.473967,/visit/mococa-sp/jhLM2UJr,3,0,"Mococa SP","Brazil"
rHsUYePn,-72.77954,41.66121,/visit/new-britain-ct/rHsUYePn,3,0,"New Britain CT","United States"
GGhE8AXm,32.887405,2.2580829,/visit/lira/GGhE8AXm,3,0,"Lira","Uganda"
HiDdCLFT,17.907743,44.203438,/visit/zenica/HiDdCLFT,4,0,"Zenica","Bosnia and Herzegovina"
1TpMa73D,-60.945717,14.0843725,/visit/gros-islet/1TpMa73D,4,1,"Gros Islet","Saint Lucia"
FWr3fXCR,-78.87836,35.052666,/visit/fayetteville-nc/FWr3fXCR,8,0,"Fayetteville NC","United States"
NU7T87fJ,-4.499474,36.622803,/visit/torremolinos/NU7T87fJ,4,0,"Torremolinos","Spain"
MxWChFEM,-48.444164,-22.88418,/visit/botucatu-sp/MxWChFEM,6,0,"Botucatu SP","Brazil"
HfX5jU2Y,-71.31617,42.633423,/visit/lowell-ma/HfX5jU2Y,4,0,"Lowell MA","United States"
QCW5KqZK,73.07911,31.418715,/visit/faisalabad/QCW5KqZK,3,0,"Faisalabad","Pakistan"
8090ARBb,-96.92921,42.77944,/visit/vermillion-sd/8090ARBb,4,0,"Vermillion SD","United States"
tNAo6BYK,-72.94854,-40.33134,/visit/rio-bueno/tNAo6BYK,3,0,"Río Bueno","Chile"
BuCqyXYF,1.728047,52.598232,/visit/great-yarmouth/BuCqyXYF,4,0,"Great Yarmouth","United Kingdom"
lpb2llTz,-122.85291,46.856766,/visit/tenino-wa/lpb2llTz,1,0,"Tenino WA","United States"
fVPq9WLV,-45.194218,-22.808023,/visit/guaratingueta-sp/fVPq9WLV,4,0,"Guaratinguetá SP","Brazil"
KIgCwsJb,-49.6435,-27.216093,/visit/rio-do-sul-sc/KIgCwsJb,3,0,"Rio do Sul SC","Brazil"
6DcuJZs9,-75.25879,41.576756,/visit/honesdale-pa/6DcuJZs9,3,0,"Honesdale PA","United States"
IDZbc9fA,-80.633965,40.36979,/visit/steubenville-oh/IDZbc9fA,1,0,"Steubenville OH","United States"
jkMFZTe0,1.1618291,41.37445,/visit/montblanc/jkMFZTe0,1,0,"Montblanc","Spain"
eUrdF1AQ,26.997015,-16.805422,/visit/choma/eUrdF1AQ,1,0,"Choma","Zambia"
blmTdASL,-6.6172104,38.90892,/visit/montijo/blmTdASL,1,0,"Montijo","Spain"
00n3N8Tb,2.826145,49.417816,/visit/compiegne/00n3N8Tb,4,0,"Compiègne","France"
VlqXxPkB,0.4767476,40.543056,/visit/alcanar/VlqXxPkB,1,0,"Alcanar","Spain"
skNJ4R1n,-1.0993366,38.870277,/visit/almansa/skNJ4R1n,1,0,"Almansa","Spain"
gAluNniS,18.67347,44.53746,/visit/tuzla/gAluNniS,4,0,"Tuzla","Bosnia and Herzegovina"
yVziESFT,-50.879765,-21.797226,/visit/osvaldo-cruz-sp/yVziESFT,4,0,"Osvaldo Cruz SP","Brazil"
3KyBOYaF,-1.2794744,5.13151,/visit/cape-coast/3KyBOYaF,9,0,"Cape Coast","Ghana"
nheSq0IY,-102.291565,21.885256,/visit/aguascalientes/nheSq0IY,13,0,"Aguascalientes","Mexico"
Qeyvi3q7,-78.78112,35.79154,/visit/cary-nc/Qeyvi3q7,13,0,"Cary NC","United States"
5PcWelVo,113.39277,22.517586,/visit/zhongshan/5PcWelVo,2,0,"Zhongshan","China"
qyu50wAM,-73.61449,8.309746,/visit/aguachica/qyu50wAM,3,0,"Aguachica","Colombia"
fnpVNyOr,113.056046,23.681774,/visit/qingyuan/fnpVNyOr,2,0,"Qingyuan","China"
ezDnKSTK,-80.807556,28.612219,/visit/titusville-fl/ezDnKSTK,3,0,"Titusville FL","United States"
5mHre1dj,-74.41154,40.57927,/visit/south-plainfield-nj/5mHre1dj,5,0,"South Plainfield NJ","United States"
tWIGXs29,109.89841,-7.3684993,/visit/wonosobo/tWIGXs29,3,0,"Wonosobo","Indonesia"
AhTFQmuc,-88.703384,34.257607,/visit/tupelo-ms/AhTFQmuc,3,0,"Tupelo MS","United States"
TBMj1E9c,50.552383,26.165606,/visit/isa-town/TBMj1E9c,3,1,"Isa Town","Bahrain"
ppVCrViC,-95.30106,32.35126,/visit/tyler-tx/ppVCrViC,7,0,"Tyler TX","United States"
ho85p2w6,-98.163345,26.301737,/visit/edinburg-tx/ho85p2w6,3,0,"Edinburg TX","United States"
RPhUu1bF,-74.06978,5.65182,/visit/san-pablo-de-borbur/RPhUu1bF,3,0,"San Pablo de Borbur","Colombia"
PibU7FIn,-42.33363,-22.863619,/visit/araruama-rj/PibU7FIn,3,0,"Araruama RJ","Brazil"
aUZBCvUC,-94.398544,35.385925,/visit/fort-smith-ar/aUZBCvUC,3,0,"Fort Smith AR","United States"
Sk4kn8Mf,-3.066215,53.42652,/visit/wallasey/Sk4kn8Mf,3,0,"Wallasey","United Kingdom"
sPe2zCGX,-8.219345,43.489647,/visit/ferrol/sPe2zCGX,6,0,"Ferrol","Spain"
gIpNtgaF,-86.49582,34.31815,/visit/arab-al/gIpNtgaF,3,0,"Arab AL","United States"
ab9dg09E,-117.00017,46.732388,/visit/moscow-id/ab9dg09E,2,0,"Moscow ID","United States"
4EIhAd6c,-80.11873,43.07072,/visit/ohsweken/4EIhAd6c,2,0,"Ohsweken","Canada"
FGEn0qad,19.215023,44.75695,/visit/bijeljina/FGEn0qad,3,0,"Bijeljina","Bosnia and Herzegovina"
