id,geo_1,geo_2,url,size,boost,title,country
ExzSNDBV,101.44778,0.5070677,/visit/pekanbaru/ExzSNDBV,3,0,"Pekanbaru","Indonesia"
NCOswxkd,-71.33892,-29.959002,/visit/coquimbo/NCOswxkd,3,0,"Coquimbo","Chile"
5gXVGDTh,101.816666,6.416667,/visit/narathiwat/5gXVGDTh,3,0,"Narathiwat","Thailand"
Zn0x7j59,-38.389908,-3.8996737,/visit/aquiraz-ce/Zn0x7j59,2,0,"Aquiraz CE","Brazil"
nu0F8ftc,-112.18848,30.696972,/visit/caborca/nu0F8ftc,3,0,"Caborca","Mexico"
xpcCPNDd,-3.5180364,36.748974,/visit/motril/xpcCPNDd,3,0,"Motril","Spain"
bhHeoESo,-96.94889,32.81402,/visit/irving-tx/bhHeoESo,2,0,"Irving TX","United States"
NxXapovv,3.2192907,50.745914,/visit/mouscron/NxXapovv,2,0,"Mouscron","Belgium"
GFp52OXd,-98.964775,21.592756,/visit/tancanhuitz-de-santos/GFp52OXd,1,0,"Tancanhuitz de Santos","Mexico"
v81UlytS,-116.93299,32.241512,/visit/puerto-nuevo/v81UlytS,1,0,"Puerto Nuevo","Mexico"
R3a13A9U,-117.79469,33.68395,/visit/irvine-ca/R3a13A9U,2,0,"Irvine CA","United States"
xLeY1008,-52.893223,-30.033682,/visit/cachoeira-do-sul-rs/xLeY1008,4,0,"Cachoeira do Sul RS","Brazil"
161o4doJ,-120.947174,39.936836,/visit/quincy-ca/161o4doJ,1,0,"Quincy CA","United States"
H6PboMrP,-108.380104,43.02496,/visit/riverton-wy/H6PboMrP,1,0,"Riverton WY","United States"
K9OntsX4,-61.157818,-32.857185,/visit/carcara/K9OntsX4,2,0,"Carcarañá","Argentina"
DtLEMkGO,-51.426403,-23.415773,/visit/arapongas-pr/DtLEMkGO,2,0,"Arapongas PR","Brazil"
ldYly6KZ,-3.158137,56.116825,/visit/kirkcaldy/ldYly6KZ,2,0,"Kirkcaldy","United Kingdom"
yZ1TeCPX,4.32851,50.59787,/visit/nivelles/yZ1TeCPX,2,0,"Nivelles","Belgium"
uv3aDXjT,3.177847,50.692703,/visit/roubaix/uv3aDXjT,2,0,"Roubaix","France"
fhAIa_tG,-87.03969,30.632416,/visit/milton-fl/fhAIa_tG,2,0,"Milton FL","United States"
KksrkUAw,-98.069725,27.752249,/visit/alice-tx/KksrkUAw,1,0,"Alice TX","United States"
WFtrhf4Z,-59.0993,-36.014156,/visit/las-flores/WFtrhf4Z,2,0,"Las Flores","Argentina"
uSMOG9ni,-76.069,39.218864,/visit/chestertown-md/uSMOG9ni,1,0,"Chestertown MD","United States"
YYScTWuc,-152.40723,57.79,/visit/kodiak-ak/YYScTWuc,2,0,"Kodiak AK","United States"
IowyBZVt,-2.0782533,51.899387,/visit/cheltenham/IowyBZVt,2,0,"Cheltenham","United Kingdom"
Am7yrWEG,1.8225154,41.729282,/visit/manresa/Am7yrWEG,3,0,"Manresa","Spain"
hwHSyh9T,18.582687,48.77884,/visit/bojnice/hwHSyh9T,4,0,"Bojnice","Slovakia"
qkxfVzS1,-75.88834,1.805165,/visit/acevedo/qkxfVzS1,2,0,"Acevedo","Colombia"
BbTYvvXm,-44.738144,-3.5691352,/visit/arari-ma/BbTYvvXm,2,0,"Arari MA","Brazil"
dNFvVEDa,40.517803,-12.973203,/visit/pemba/dNFvVEDa,3,1,"Pemba","Mozambique"
RojJxSP3,-54.978767,-27.20618,/visit/campo-grande/RojJxSP3,3,0,"Campo Grande","Argentina"
GaJ6wcs5,153.10939,-30.298613,/visit/coffs-harbour/GaJ6wcs5,2,0,"Coffs Harbour","Australia"
Yy90xqw4,-73.99736,41.927036,/visit/kingston-ny/Yy90xqw4,2,0,"Kingston NY","United States"
Fki1XgDf,-47.336887,-15.540562,/visit/formosa-go/Fki1XgDf,5,0,"Formosa GO","Brazil"
0tWsrtGM,-82.56182,36.548435,/visit/kingsport-tn/0tWsrtGM,2,0,"Kingsport TN","United States"
Gt6Y141j,19.02378,50.264893,/visit/katowice/Gt6Y141j,5,0,"Katowice","Poland"
HqtK5P7U,-86.21077,14.65721,/visit/juticalpa/HqtK5P7U,3,0,"Juticalpa","Honduras"
vBk-w5EW,-74.53523,4.548942,/visit/anapoima/vBk-w5EW,2,0,"Anapoima","Colombia"
8xTYYpFQ,-91.1392,38.821186,/visit/warrenton-mo/8xTYYpFQ,2,0,"Warrenton MO","United States"
U3XZCo04,-86.054985,39.480606,/visit/franklin-in/U3XZCo04,2,0,"Franklin IN","United States"
6T3L7HzI,-97.7278,31.117119,/visit/killeen-tx/6T3L7HzI,2,0,"Killeen TX","United States"
uddeK1De,31.4697,49.751034,/visit/kaniv/uddeK1De,1,0,"Kaniv","Ukraine"
uYufHpaQ,-40.167923,-11.960083,/visit/baixa-grande-ba/uYufHpaQ,2,0,"Baixa Grande BA","Brazil"
I99dHc7r,-122.2043,47.860096,/visit/mill-creek-wa/I99dHc7r,3,0,"Mill Creek WA","United States"
ylQLNOWn,-44.96939,-22.573256,/visit/cruzeiro-sp/ylQLNOWn,4,0,"Cruzeiro SP","Brazil"
I2MRkMdm,-55.25907,-26.524473,/visit/maria-auxiliadora/I2MRkMdm,1,0,"María Auxiliadora","Paraguay"
-fILchRO,-77.31776,42.337017,/visit/bath-ny/-fILchRO,2,0,"Bath NY","United States"
nQCiYyiH,-75.559586,6.3367286,/visit/bello/nQCiYyiH,2,0,"Bello","Colombia"
sWW5UJnC,-57.084408,-24.086327,/visit/san-pedro-del-ycuamandiyu/sWW5UJnC,1,0,"San Pedro del Ycuamandiyú","Paraguay"
STLSzlVv,-55.25907,-25.430243,/visit/doctor-juan-leon-mallorquin-district/STLSzlVv,1,0,"Doctor Juan León Mallorquín District","Paraguay"
4pr7U3hc,36.92282,37.575275,/visit/kahramanmara/4pr7U3hc,1,0,"Kahramanmaraş","Turkey"
HvOwuECp,-74.75088,9.24085,/visit/magangue/HvOwuECp,2,0,"Magangué","Colombia"
wcFicwRC,7.3732653,5.1215878,/visit/aba/wcFicwRC,3,0,"Aba","Nigeria"
iuf125QC,98.44048,19.35822,/visit/pai/iuf125QC,1,0,"Pai","Thailand"
nbxIEpVM,99.66198,7.5421376,/visit/na-bin-la/nbxIEpVM,1,0,"Na Bin La","Thailand"
KqboDAPT,-91.39639,40.404472,/visit/keokuk-ia/KqboDAPT,2,0,"Keokuk IA","United States"
2W5DToY8,-52.574554,-28.832994,/visit/soledade-rs/2W5DToY8,2,0,"Soledade RS","Brazil"
EdpWOptr,20.15833,51.954716,/visit/skierniewice/EdpWOptr,1,0,"Skierniewice","Poland"
ec0JIjHH,106.16398,-6.110366,/visit/serang/ec0JIjHH,3,0,"Serang","Indonesia"
xd8kBLcZ,-98.38987,40.586258,/visit/hastings-ne/xd8kBLcZ,2,0,"Hastings NE","United States"
5JdD7XK6,-58.217773,-33.53391,/visit/dolores/5JdD7XK6,2,0,"Dolores","Uruguay"
Sc78TLXT,34.048805,37.512318,/visit/eregli/Sc78TLXT,1,0,"Ereğli","Turkey"
TT7WyGHS,-68.02987,10.469769,/visit/puerto-cabello/TT7WyGHS,3,0,"Puerto Cabello","Venezuela"
tHylGFow,-73.416336,-41.15,/visit/fresia/tHylGFow,2,0,"Fresia","Chile"
LwxAHZiU,-112.58378,33.37032,/visit/buckeye-az/LwxAHZiU,1,0,"Buckeye AZ","United States"
6cuX13s4,69.66693,23.242,/visit/bhuj/6cuX13s4,2,0,"Bhuj","India"
Xp3b2Kcl,-102.37796,33.587315,/visit/levelland-tx/Xp3b2Kcl,1,0,"Levelland TX","United States"
198EybzL,-69.34586,-12.673747,/visit/las-palmeras/198EybzL,1,0,"Las Palmeras","Peru"
yd3j6DAZ,-108.985886,25.790466,/visit/los-mochis/yd3j6DAZ,13,0,"Los Mochis","Mexico"
L4xzpCfk,-72.51985,42.373222,/visit/amherst-ma/L4xzpCfk,2,0,"Amherst MA","United States"
ZZhKcaxU,-56.860706,-37.114567,/visit/pinamar/ZZhKcaxU,4,0,"Pinamar","Argentina"
9jjzCYJU,-87.6877,42.04507,/visit/evanston-il/9jjzCYJU,1,0,"Evanston IL","United States"
eqKI3LjG,-86.983345,34.605927,/visit/decatur-al/eqKI3LjG,1,0,"Decatur AL","United States"
jHzHLhpf,29.096333,37.783016,/visit/denizli/jHzHLhpf,4,0,"Denizli","Turkey"
U3iONEP6,-35.192818,-8.8149805,/visit/barreiros-pe/U3iONEP6,2,0,"Barreiros PE","Brazil"
A1Ewy2NV,-117.9143,33.836594,/visit/anaheim-ca/A1Ewy2NV,2,0,"Anaheim CA","United States"
W9g0lZfQ,-64.1131,-32.176655,/visit/rio-tercero/W9g0lZfQ,2,0,"Río Tercero","Argentina"
tVbhn7B0,-80.5494,7.729042,/visit/macaracas/tVbhn7B0,1,0,"Macaracas","Panama"
E3QrGBbo,-75.6064,5.746942,/visit/la-pintada/E3QrGBbo,2,0,"La Pintada","Colombia"
svC5pBAy,-69.142944,-30.21369,/visit/rodeo/svC5pBAy,2,0,"Rodeo","Argentina"
bw-y5H_f,-80.60755,28.320007,/visit/cocoa-beach-fl/bw-y5H_f,1,0,"Cocoa Beach FL","United States"
aonNT5HF,41.866993,42.50914,/visit/zugdidi/aonNT5HF,2,0,"Zugdidi","Georgia"
HvAGOzix,-93.36865,43.6478,/visit/albert-lea-mn/HvAGOzix,1,0,"Albert Lea MN","United States"
HU-_T-WV,-79.17633,-0.2538414,/visit/santo-domingo/HU-_T-WV,2,0,"Santo Domingo","Ecuador"
x3zDBo87,4.7588043,7.6395497,/visit/ilesa/x3zDBo87,1,0,"Ilesa","Nigeria"
3RKkuYTK,-60.910248,-32.90021,/visit/roldan/3RKkuYTK,2,0,"Roldán","Argentina"
kWw8nVZ4,-84.746376,42.75337,/visit/grand-ledge-mi/kWw8nVZ4,2,0,"Grand Ledge MI","United States"
rPFYORAd,-64.46742,9.42923,/visit/anaco/rPFYORAd,1,0,"Anaco","Venezuela"
ajpFIOHG,83.54433,27.8619,/visit/tansen/ajpFIOHG,1,0,"Tansen","Nepal"
56K24p1Y,-74.79915,10.917119,/visit/soledad/56K24p1Y,2,0,"Soledad","Colombia"
_qpsmYeN,-100.668625,18.357815,/visit/ciudad-altamirano/_qpsmYeN,1,0,"Ciudad Altamirano","Mexico"
9KZKEcPS,-44.080875,-19.916151,/visit/contagem-mg/9KZKEcPS,2,0,"Contagem MG","Brazil"
VXBWhjhn,128.19064,-3.6550505,/visit/ambon/VXBWhjhn,2,0,"Ambon","Indonesia"
ErkeHIjw,10.947778,43.71789,/visit/empoli/ErkeHIjw,2,0,"Empoli","Italy"
snJNCRmR,-47.45939,-22.48186,/visit/cordeiropolis-sp/snJNCRmR,2,0,"Cordeirópolis SP","Brazil"
yAS3jU2K,-0.222222,38.822224,/visit/la-vall-de-gallinera/yAS3jU2K,1,0,"La Vall de Gallinera","Spain"
Vr0sIdql,0.0524919,38.71455,/visit/benissa/Vr0sIdql,1,0,"Benissa","Spain"
S7GGaeFU,79.94306,6.907624,/visit/muttettugoda/S7GGaeFU,1,0,"Muttettugoda","Sri Lanka"
2YqxIv0R,-4.898752,13.294401,/visit/san/2YqxIv0R,1,1,"San","Mali"
LwD5S4Dd,-71.68306,-35.963406,/visit/longavi/LwD5S4Dd,2,0,"Longaví","Chile"
HuwQxVvr,-57.65155,-19.00817,/visit/corumba-ms/HuwQxVvr,2,0,"Corumbá MS","Brazil"
Z3A56j6u,-49.245235,-26.435507,/visit/corupa-sc/Z3A56j6u,2,0,"Corupá SC","Brazil"
I37YpAKw,8.6903925,47.299526,/visit/egg/I37YpAKw,1,0,"Egg","Switzerland"
Dtmsav09,-73.76241,-42.48014,/visit/castro/Dtmsav09,2,0,"Castro","Chile"
M4PTJgvd,-97.330055,37.687176,/visit/wichita-ks/M4PTJgvd,2,0,"Wichita KS","United States"
wSl7JUWn,-72.2648,-50.33797,/visit/el-calafate/wSl7JUWn,2,0,"El Calafate","Argentina"
RpWRaKTf,116.62276,23.656704,/visit/chaozhou/RpWRaKTf,2,0,"Chaozhou","China"
bDS059OM,4.00565,50.90272,/visit/haaltert/bDS059OM,2,0,"Haaltert","Belgium"
vvnrHoOj,4.23251,50.73757,/visit/halle/vvnrHoOj,2,0,"Halle","Belgium"
kDMlR3nu,-82.82683,37.11843,/visit/whitesburg-ky/kDMlR3nu,2,0,"Whitesburg KY","United States"
laRBhiqc,41.129284,37.889515,/visit/batman/laRBhiqc,1,0,"Batman","Turkey"
yEBZPulW,-2.514483,50.947823,/visit/sherborne/yEBZPulW,1,0,"Sherborne","United Kingdom"
r2408y9b,104.20472,-4.1540885,/visit/east-batu-raja/r2408y9b,1,0,"East Batu Raja","Indonesia"
ZIUFSpFP,-73.81822,5.312024,/visit/ubat/ZIUFSpFP,2,0,"Ubaté","Colombia"
mOXFFI5V,-72.73333,41.85,/visit/bloomfield-ct/mOXFFI5V,2,0,"Bloomfield CT","United States"
YIIvL__8,-89.240555,13.673056,/visit/antiguo-cuscatlan/YIIvL__8,2,0,"Antiguo Cuscatlán","El Salvador"
jmD84vdX,-52.78828,-29.66908,/visit/candelaria-rs/jmD84vdX,2,0,"Candelária RS","Brazil"
xRPKqiN4,-46.424416,-23.891615,/visit/cubatao-sp/xRPKqiN4,2,0,"Cubatão SP","Brazil"
vW6XPuXb,109.546776,-7.441938,/visit/banjarnegara/vW6XPuXb,1,0,"Banjarnegara","Indonesia"
BXN3aywD,-85.834435,41.58227,/visit/goshen-in/BXN3aywD,2,0,"Goshen IN","United States"
QeJ5iujO,4.7619386,51.402187,/visit/hoogstraten/QeJ5iujO,2,0,"Hoogstraten","Belgium"
cWKknKtn,-35.951603,-8.611049,/visit/cupira-pe/cWKknKtn,2,0,"Cupira PE","Brazil"
0UJszJAv,107.760796,-6.5622888,/visit/subang/0UJszJAv,1,0,"Subang","Indonesia"
kyRtBYMM,18.172476,40.175823,/visit/galatina/kyRtBYMM,2,0,"Galatina","Italy"
4rGa3Rs9,-59.77948,-35.63888,/visit/saladillo/4rGa3Rs9,3,0,"Saladillo","Argentina"
HUc1FEDD,-75.445564,6.3774242,/visit/girardota/HUc1FEDD,2,0,"Girardota","Colombia"
CxK9nj75,-124.08284,40.866516,/visit/arcata-ca/CxK9nj75,2,0,"Arcata CA","United States"
QwfrVIuA,-73.26404,6.468665,/visit/socorro/QwfrVIuA,2,0,"Socorro","Colombia"
2QMrUSfX,-81.096214,-5.0938487,/visit/paita-district/2QMrUSfX,2,0,"Paita District","Peru"
rN-3hnF5,35.002304,1.019089,/visit/kitale/rN-3hnF5,2,0,"Kitale","Kenya"
bXAqBk-4,-85.76761,44.645374,/visit/interlochen-mi/bXAqBk-4,2,0,"Interlochen MI","United States"
bWuEHiSJ,4.982845,51.31776,/visit/oud-turnhout/bWuEHiSJ,2,0,"Oud-Turnhout","Belgium"
At1TuScn,-58.175568,-26.185778,/visit/formosa/At1TuScn,7,0,"Formosa","Argentina"
UwAJxB5R,-53.27154,-22.295189,/visit/bataypora-ms/UwAJxB5R,2,0,"Batayporã MS","Brazil"
j57cf1wT,-43.848557,-19.993048,/visit/nova-lima-mg/j57cf1wT,2,0,"Nova Lima MG","Brazil"
ul75Q2F1,-76.8867,40.27319,/visit/harrisburg-pa/ul75Q2F1,2,0,"Harrisburg PA","United States"
0sYDJsBq,-105.0372,39.836655,/visit/westminster-co/0sYDJsBq,2,0,"Westminster CO","United States"
MYAHM6k0,-79.813644,35.707916,/visit/asheboro-nc/MYAHM6k0,2,0,"Asheboro NC","United States"
mbY5O0xR,-61.6129,16.171755,/visit/petit-bourg/mbY5O0xR,1,1,"Petit Bourg","Guadeloupe"
KlrySCU4,-72.749535,42.12509,/visit/westfield-ma/KlrySCU4,2,0,"Westfield MA","United States"
aChAukbW,3.129447,50.94991,/visit/roeselare/aChAukbW,2,0,"Roeselare","Belgium"
8novu2Nb,-48.125484,-22.28078,/visit/brotas-sp/8novu2Nb,2,0,"Brotas SP","Brazil"
2Qu3R5EN,-70.33012,18.28548,/visit/bani/2Qu3R5EN,2,0,"Bani","Dominican Republic"
aMSsi04C,-1.1052,45.8225,/visit/marennes-hiers-brouage/aMSsi04C,1,0,"Marennes-Hiers-Brouage","France"
FYOWhEFr,-85.9994,13.08839,/visit/jinotega/FYOWhEFr,2,0,"Jinotega","Nicaragua"
fqn309tx,27.661882,63.07368,/visit/siilinjaervi/fqn309tx,1,0,"Siilinjärvi","Finland"
-k0DxgcC,-75.61688,6.1504855,/visit/sabaneta/-k0DxgcC,2,0,"Sabaneta","Colombia"
fpeId74y,-2.74629,54.328007,/visit/kendal/fpeId74y,2,0,"Kendal","United Kingdom"
tDUXoZtN,-112.534775,46.003822,/visit/butte-mt/tDUXoZtN,3,0,"Butte MT","United States"
w6ATOHjf,-58.557964,-34.44306,/visit/san-fernando/w6ATOHjf,2,0,"San Fernando","Argentina"
3csJjGAG,-89.56391,13.977828,/visit/santa-ana/3csJjGAG,1,0,"Santa Ana","El Salvador"
I4CjPIQT,-51.0125,-26.776161,/visit/cacador-sc/I4CjPIQT,2,0,"Caçador SC","Brazil"
HNUfbUhx,-45.708084,-23.099697,/visit/cacapava-sp/HNUfbUhx,2,0,"Caçapava SP","Brazil"
ndsyKFeI,-61.05878,14.616065,/visit/fort-de-france-bay/ndsyKFeI,18,0,"Fort-de-France Bay","Martinique"
QiIAu6Is,24.711117,48.922634,/visit/ivano-frankivsk/QiIAu6Is,2,0,"Ivano-Frankivsk","Ukraine"
9xe3woav,116.00001,-3.4615927,/visit/batulicin/9xe3woav,1,0,"Batulicin","Indonesia"
FoXDfYd5,-107.63311,37.115005,/visit/ignacio-co/FoXDfYd5,2,0,"Ignacio CO","United States"
TWAiLwLc,-74.99333,6.042222,/visit/san-luis/TWAiLwLc,1,0,"San Luis","Colombia"
A9pDOvZB,30.907305,3.03033,/visit/arua/A9pDOvZB,2,0,"Arua","Uganda"
sCFjmEFP,-69.55973,-18.196991,/visit/putre/sCFjmEFP,1,0,"Putre","Chile"
vgZ3uWhu,-97.92977,38.060844,/visit/hutchinson-ks/vgZ3uWhu,2,0,"Hutchinson KS","United States"
BDoHfPtk,-53.369015,-24.693817,/visit/cafelandia-pr/BDoHfPtk,2,0,"Cafelândia PR","Brazil"
XfgPqaNE,-80.34111,-4.926307,/visit/tambo-grande/XfgPqaNE,2,0,"Tambo Grande","Peru"
e9Qpm7UA,-75.38712,40.27955,/visit/harleysville-pa/e9Qpm7UA,2,0,"Harleysville PA","United States"
lCaSPfbB,132.45529,34.385204,/visit/hiroshima/lCaSPfbB,2,0,"Hiroshima","Japan"
B3lcHMh9,-37.093685,-6.4599657,/visit/caico-rn/B3lcHMh9,2,0,"Caicó RN","Brazil"
e4GnqMaI,-72.65034,7.37823,/visit/pamplona/e4GnqMaI,2,0,"Pamplona","Colombia"
cC3KRWTq,-88.580956,47.126873,/visit/hancock-mi/cC3KRWTq,2,0,"Hancock MI","United States"
6oaKhil2,-74.05092,4.864758,/visit/chia/6oaKhil2,2,0,"Chía","Colombia"
ec1KYCgo,-75.60526,4.98273,/visit/chinchina/ec1KYCgo,2,0,"Chinchiná","Colombia"
7evGF9LV,-84.28298,33.38706,/visit/hampton-ga/7evGF9LV,2,0,"Hampton GA","United States"
PxysLg1A,135.76804,35.011635,/visit/kyoto/PxysLg1A,2,0,"Kyoto","Japan"
8depEwzG,11.502075,3.8480325,/visit/yaounde/8depEwzG,1,1,"Yaoundé","Cameroon"
3mhIT5M4,13.67681,4.5791407,/visit/bertoua/3mhIT5M4,1,1,"Bertoua","Cameroon"
wXbbt6Da,-41.946377,-22.527262,/visit/rio-das-ostras-rj/wXbbt6Da,2,0,"Rio das Ostras RJ","Brazil"
zwsFvKXO,-82.35402,31.21355,/visit/waycross-ga/zwsFvKXO,2,0,"Waycross GA","United States"
x0twGt32,-46.248993,-21.710146,/visit/campestre-mg/x0twGt32,2,0,"Campestre MG","Brazil"
RRZREjkh,-75.50508,6.357621,/visit/copacabana/RRZREjkh,2,0,"Copacabana","Colombia"
7xT2feF8,-39.549908,-18.083097,/visit/mucuri-ba/7xT2feF8,2,0,"Mucuri BA","Brazil"
decO_SJa,-100.447716,19.89541,/visit/maravatio/decO_SJa,3,0,"Maravatio","Mexico"
SxW0GiRh,-80.88925,37.674007,/visit/hinton-wv/SxW0GiRh,2,0,"Hinton WV","United States"
PHyha4gl,-74.84588,40.05615,/visit/burlington-township-nj/PHyha4gl,2,0,"Burlington Township NJ","United States"
T0UQW9lQ,0.255234,50.864613,/visit/hailsham/T0UQW9lQ,2,0,"Hailsham","United Kingdom"
IferhQnL,-66.254326,18.444471,/visit/toa-baja/IferhQnL,2,0,"Toa Baja","Puerto Rico"
aoJqjqmP,-43.399628,-22.76454,/visit/belford-roxo-rj/aoJqjqmP,2,0,"Belford Roxo RJ","Brazil"
CH7gyR6j,-75.02596,39.486378,/visit/vineland-nj/CH7gyR6j,2,0,"Vineland NJ","United States"
2zaUvXdj,-75.62239,4.870121,/visit/santa-rosa-de-cabal/2zaUvXdj,2,0,"Santa Rosa de Cabal","Colombia"
n2jfDYCC,9.182932,48.775845,/visit/stuttgart/n2jfDYCC,42,0,"Stuttgart","Germany"
ddk6tEsl,-117.29276,34.536217,/visit/victorville-ca/ddk6tEsl,2,0,"Victorville CA","United States"
jCm5E06T,-38.31482,-12.882057,/visit/lauro-de-freitas-ba/jCm5E06T,1,0,"Lauro de Freitas BA","Brazil"
Ws4jvtfi,100.265854,16.821123,/visit/phitsanulok/Ws4jvtfi,2,0,"Phitsanulok","Thailand"
pJWzsRcM,-49.505238,-20.815603,/visit/mirassol-sp/pJWzsRcM,2,0,"Mirassol SP","Brazil"
8dZP3lhV,-4.629179,55.458565,/visit/ayr/8dZP3lhV,2,0,"Ayr","United Kingdom"
RT9hz1ew,153.61238,-28.644161,/visit/byron-bay/RT9hz1ew,2,0,"Byron Bay","Australia"
uUUFBfM5,-76.05333,42.084442,/visit/vestal-ny/uUUFBfM5,2,0,"Vestal NY","United States"
VFTc5C1k,19.890339,44.274315,/visit/valjevo/VFTc5C1k,2,0,"Valjevo","Serbia"
ohXz8OSS,-38.371994,-5.1084433,/visit/morada-nova-ce/ohXz8OSS,1,0,"Morada Nova CE","Brazil"
PW0p6gTO,-61.224422,-32.029274,/visit/galvez/PW0p6gTO,2,0,"Gálvez","Argentina"
seU6w0O1,32.85974,39.933365,/visit/ankara/seU6w0O1,36,0,"Ankara","Turkey"
D04tEZ5H,-42.002987,-20.122427,/visit/simonesia-mg/D04tEZ5H,1,0,"Simonésia MG","Brazil"
CNhMXCIu,0.875019,51.146465,/visit/ashford/CNhMXCIu,2,0,"Ashford","United Kingdom"
kt7FUuq1,-6.652792,54.35028,/visit/armagh/kt7FUuq1,2,0,"Armagh","United Kingdom"
Dzo8k1Qn,-0.8579818,10.787542,/visit/bolgatanga/Dzo8k1Qn,2,0,"Bolgatanga","Ghana"
vQt1YHTE,-49.507652,-23.387995,/visit/fartura-sp/vQt1YHTE,2,0,"Fartura SP","Brazil"
zIO2pSRu,-3.6892796,36.734737,/visit/almunecar/zIO2pSRu,2,0,"Almuñécar","Spain"
yE4CQZKD,21.010805,56.50467,/visit/liepaja/yE4CQZKD,2,1,"Liepāja","Latvia"
2oltQlo1,-90.47846,42.73416,/visit/platteville-wi/2oltQlo1,2,0,"Platteville WI","United States"
3VT3jRcO,-74.211876,4.7176676,/visit/funza/3VT3jRcO,2,0,"Funza","Colombia"
k0zTtePd,-60.733803,-34.197697,/visit/rojas/k0zTtePd,2,0,"Rojas","Argentina"
rPTHyDFI,-62.71283,-34.263237,/visit/rufino/rPTHyDFI,2,0,"Rufino","Argentina"
XCCgubg5,-109.52875,40.455517,/visit/vernal-ut/XCCgubg5,2,0,"Vernal UT","United States"
ma68UUfy,-3.1202629,39.597157,/visit/la-puebla-de-almoradiel/ma68UUfy,1,0,"La Puebla de Almoradiel","Spain"
PdGUsymK,24.045876,54.396294,/visit/alytus/PdGUsymK,2,0,"Alytus","Lithuania"
vQgaJPiP,-122.67161,45.63184,/visit/vancouver-wa/vQgaJPiP,2,0,"Vancouver WA","United States"
w97YSaNe,-104.95081,39.61721,/visit/greenwood-village-co/w97YSaNe,2,0,"Greenwood Village CO","United States"
2YfbAACD,-17.438469,14.668207,/visit/dakar/2YfbAACD,33,0,"Dakar","Senegal"
uvnzgxC6,-4.3070793,37.25719,/visit/iznajar/uvnzgxC6,1,0,"Iznájar","Spain"
yxHTYD3F,-1.212926,54.691746,/visit/hartlepool/yxHTYD3F,2,0,"Hartlepool","United Kingdom"
ZCA8i3fR,-2.1186366,42.889915,/visit/iturmendi/ZCA8i3fR,1,0,"Iturmendi","Spain"
gasWgNDB,-75.232666,43.100903,/visit/utica-ny/gasWgNDB,2,0,"Utica NY","United States"
M4Tv9C3B,-2.814449,55.62373,/visit/galashiels/M4Tv9C3B,2,0,"Galashiels","United Kingdom"
j2WnGvJR,-0.9480051,38.085552,/visit/orihuela/j2WnGvJR,1,0,"Orihuela","Spain"
jEBawkc7,-61.75046,-31.6764,/visit/maria-juana/jEBawkc7,1,0,"María Juana","Argentina"
zkbLxdCt,-58.81647,-34.55053,/visit/cuartel-v/zkbLxdCt,1,0,"Cuartel V","Argentina"
GlMu11qs,-64.45881,-40.10383,/visit/general-conesa/GlMu11qs,1,0,"General Conesa","Argentina"
XrVQDVgA,-17.047014,32.80406,/visit/sao-vicente/XrVQDVgA,2,0,"Sao Vicente","Madeira"
GAJkoGnR,-85.40116,44.251953,/visit/cadillac-mi/GAJkoGnR,2,0,"Cadillac MI","United States"
EjYsf25C,-63.537983,-34.471756,/visit/serrano/EjYsf25C,1,0,"Serrano","Argentina"
aBekyACj,-49.998165,-24.80555,/visit/castro-pr/aBekyACj,2,0,"Castro PR","Brazil"
L7JrgGhK,103.65454,1.4783324,/visit/johor-bahru/L7JrgGhK,2,0,"Johor Bahru","Malaysia"
10v91w7-,-73.12117,41.800304,/visit/torrington-ct/10v91w7-,2,0,"Torrington CT","United States"
RwS4oVKh,-57.636555,-30.253145,/visit/monte-caseros/RwS4oVKh,1,0,"Monte Caseros","Argentina"
jyopxaUg,-62.766098,-37.54556,/visit/puan/jyopxaUg,1,0,"Puan","Argentina"
jmCR4Dzu,-48.977474,-21.131855,/visit/catanduva-sp/jmCR4Dzu,2,0,"Catanduva SP","Brazil"
2L9Gdaky,1.727446,41.21515,/visit/vilanova-i-la-geltru/2L9Gdaky,3,0,"Vilanova i la Geltrú","Spain"
aGoEOwlQ,-63.946037,-31.34334,/visit/monte-cristo/aGoEOwlQ,1,0,"Monte Cristo","Argentina"
6NMMHfFA,-74.197945,39.953735,/visit/toms-river-nj/6NMMHfFA,2,0,"Toms River NJ","United States"
nOdF0O29,20.104523,40.067287,/visit/gjirokaster/nOdF0O29,1,1,"Gjirokaster","Albania"
h7zBjrvf,-84.20129,30.877413,/visit/cairo-ga/h7zBjrvf,2,0,"Cairo GA","United States"
XJP8Y771,-58.5933,-34.67174,/visit/villa-luzuriaga/XJP8Y771,2,0,"Villa Luzuriaga","Argentina"
NWcC78Nu,146.04553,-34.280087,/visit/griffith/NWcC78Nu,1,0,"Griffith","Australia"
Qb2YIqL3,2.58877,51.095474,/visit/de-panne/Qb2YIqL3,1,0,"De Panne","Belgium"
D9XlEzWz,-83.5085,31.450462,/visit/tifton-ga/D9XlEzWz,2,0,"Tifton GA","United States"
141obuXW,0.095913,50.966415,/visit/uckfield/141obuXW,2,0,"Uckfield","United Kingdom"
MbvH_60c,-47.746315,-23.166975,/visit/cerquilho-sp/MbvH_60c,2,0,"Cerquilho SP","Brazil"
VAKTpEz7,-40.735737,-20.841986,/visit/piuma-es/VAKTpEz7,1,0,"Piúma ES","Brazil"
